rank,person,telegram_username,telegram_messages,discord_username,discord_messages,x_posts,articles,videos,total,first,last,telegram_distinct_days,verified_activity_days_min,public_groups,identity_note,summary_tier,activity_summary
2652,WHALERUSH,@Brymanager,2,,0,0,0,0,2,2022-03-17,2022-03-24,2,2,1,Telegram human account; Discord not individually inventoried,,
2653,Wikss,@wikssssss,2,,0,0,0,0,2,2022-01-15,2022-01-15,1,1,1,Telegram human account; Discord not individually inventoried,,
2654,Wojtas,,2,,0,0,0,0,2,2024-10-13,2024-11-08,2,2,1,Telegram human account; Discord not individually inventoried,,
2655,Xender 🐾,@Xender1997,2,,0,0,0,0,2,2022-05-05,2022-05-05,1,1,1,Telegram human account; Discord not individually inventoried,,
2656,Xi Jinping,@XiJinping69,2,,0,0,0,0,2,2023-03-29,2023-03-29,1,1,1,Telegram human account; Discord not individually inventoried,,
2657,xl w,,2,,0,0,0,0,2,2023-11-28,2023-11-28,1,1,1,Telegram human account; Discord not individually inventoried,,
2658,Yichen T Wang,@YichenT,2,,0,0,0,0,2,2024-02-28,2024-02-28,1,1,1,Telegram human account; Discord not individually inventoried,,
2659,Yordan Shuev,@shuev92,2,,0,0,0,0,2,2024-01-21,2024-02-13,2,2,1,Telegram human account; Discord not individually inventoried,,
2660,Yoriichi Tsugikuni,@yorichiicrypto,2,,0,0,0,0,2,2024-11-26,2025-03-12,2,2,1,Telegram human account; Discord not individually inventoried,,
2661,Yura Stepanenko,@YuraStep,2,,0,0,0,0,2,2024-11-03,2024-11-03,1,1,1,Telegram human account; Discord not individually inventoried,,
2662,Yurii,@ju141414,2,,0,0,0,0,2,2021-12-30,2022-01-01,2,2,1,Telegram human account; Discord not individually inventoried,,
2663,Yusuf,@DogElon69420,2,,0,0,0,0,2,2023-04-02,2023-04-02,1,1,1,Telegram human account; Discord not individually inventoried,,
2664,Z,@Ziqma3,2,,0,0,0,0,2,2023-07-06,2023-07-06,1,1,1,Telegram human account; Discord not individually inventoried,,
2665,Z,@Zr13821382,2,,0,0,0,0,2,2025-10-22,2025-10-23,2,2,1,Telegram human account; Discord not individually inventoried,,
2666,Zak {Never DM First},@ZAK_N,2,,0,0,0,0,2,2021-07-03,2021-07-03,1,1,1,Telegram human account; Discord not individually inventoried,,
2667,Zamir,@ZamirXL,2,,0,0,0,0,2,2023-05-18,2023-05-18,1,1,1,Telegram human account; Discord not individually inventoried,,
2668,Zeal,@Zeal679,2,,0,0,0,0,2,2024-07-13,2024-07-13,1,1,1,Telegram human account; Discord not individually inventoried,,
2669,~M,@nobodyverse,2,,0,0,0,0,2,2023-12-08,2023-12-08,1,1,1,Telegram human account; Discord not individually inventoried,,
2670,ʟᴜᴍᴇɴ,,2,,0,0,0,0,2,2024-10-08,2024-10-10,2,2,1,Telegram human account; Discord not individually inventoried,,
2671,Παύλος Pavlos,@pavlos_andreadis22,2,,0,0,0,0,2,2024-10-23,2024-10-23,1,1,1,Telegram human account; Discord not individually inventoried,,
2672,Аня,@dgdgdg544,2,,0,0,0,0,2,2023-11-27,2023-11-27,1,1,1,Telegram human account; Discord not individually inventoried,,
2673,Марін Марін,@Marin1405,2,,0,0,0,0,2,2024-10-13,2024-10-13,1,1,1,Telegram human account; Discord not individually inventoried,,
2674,ф4кнул м@ть в taзiке,,2,,0,0,0,0,2,2024-10-15,2024-10-15,1,1,1,Telegram human account; Discord not individually inventoried,,
2675,Элина Ф.,@Elina_vataga,2,,0,0,0,0,2,2023-12-04,2023-12-04,1,1,1,Telegram human account; Discord not individually inventoried,,
2676,Я Саша,@yaebalrurap,2,,0,0,0,0,2,2024-10-15,2024-10-15,1,1,1,Telegram human account; Discord not individually inventoried,,
2677,ѕтєνєη | Will never DM first,@Stevenparrinello,2,,0,0,0,0,2,2024-11-16,2024-11-17,2,2,1,Telegram human account; Discord not individually inventoried,,
2678,ᯓ 𝑱𝑨𝑪𝑲 ᯓ,@JACK_MKT,2,,0,0,0,0,2,2024-11-18,2024-11-18,1,1,1,Telegram human account; Discord not individually inventoried,,
2679,‎ Bubu,@xD_bubu,2,,0,0,0,0,2,2024-07-19,2024-07-19,1,1,1,Telegram human account; Discord not individually inventoried,,
2680,…,@zvkrandom,2,,0,0,0,0,2,2024-03-13,2024-05-03,2,2,1,Telegram human account; Discord not individually inventoried,,
2681,…,,2,,0,0,0,0,2,2024-05-05,2024-05-05,1,1,1,Telegram human account; Discord not individually inventoried,,
2682,ℜ𝔢𝔳. ℭ𝔩𝔬𝔲𝔡,@TheRevCloud,2,,0,0,0,0,2,2023-04-23,2023-04-23,1,1,1,Telegram human account; Discord not individually inventoried,,
2683,☠GOLDEN☠,@Cryspad101,2,,0,0,0,0,2,2024-10-17,2024-10-17,1,1,1,Telegram human account; Discord not individually inventoried,,
2684,⚡Pikachu⚡,@PikachuBTC,2,,0,0,0,0,2,2023-11-08,2023-11-08,1,1,1,Telegram human account; Discord not individually inventoried,,
2685,✙ Alex ✙ ✤ ∞,@alex_sei,2,,0,0,0,0,2,2020-11-18,2020-11-18,1,1,1,Telegram human account; Discord not individually inventoried,,
2686,✤Zeus Juice✤,@ZeusJuice,2,,0,0,0,0,2,2023-06-30,2023-06-30,1,1,1,Telegram human account; Discord not individually inventoried,,
2687,「WATCHCLOSELY」,@WatchClosely,2,,0,0,0,0,2,2023-04-24,2023-05-04,2,2,1,Telegram human account; Discord not individually inventoried,,
2688,゜,@kaliev3,2,,0,0,0,0,2,2024-07-18,2024-07-18,1,1,1,Telegram human account; Discord not individually inventoried,,
2689,军 将,@MJ45888,2,,0,0,0,0,2,2023-11-21,2023-11-22,2,2,1,Telegram human account; Discord not individually inventoried,,
2690,小牛爱挖矿,@zsspool,2,,0,0,0,0,2,2023-11-20,2023-11-20,1,1,1,Telegram human account; Discord not individually inventoried,,
2691,愛果,@Toncoco,2,,0,0,0,0,2,2022-11-17,2022-11-19,2,2,1,Telegram human account; Discord not individually inventoried,,
2692,拽拽,@zhuaizhuai1212,2,,0,0,0,0,2,2025-06-25,2025-06-25,1,1,1,Telegram human account; Discord not individually inventoried,,
2693,暴富哥🔮,@zgxjp,2,,0,0,0,0,2,2025-05-18,2025-05-20,2,2,1,Telegram human account; Discord not individually inventoried,,
2694,来来来 考虑,,2,,0,0,0,0,2,2024-02-15,2024-02-29,2,2,1,Telegram human account; Discord not individually inventoried,,
2695,梭哈是一种智慧,@suohazhihui1,2,,0,0,0,0,2,2024-09-18,2024-09-18,1,1,1,Telegram human account; Discord not individually inventoried,,
2696,老石,@laoshi_vip,2,,0,0,0,0,2,2023-04-21,2023-04-21,1,1,1,Telegram human account; Discord not individually inventoried,,
2697,𝑩𝒆𝒓𝒍𝒊𝒏,,2,,0,0,0,0,2,2024-07-19,2024-07-19,1,1,1,Telegram human account; Discord not individually inventoried,,
2698,𝚃𝚑𝚎 𝙵𝚕𝚊𝚜𝚑 | CM,@Flash_CM,2,,0,0,0,0,2,2023-07-27,2023-07-27,1,1,1,Telegram human account; Discord not individually inventoried,,
2699,🅰️🅻🅴🅺🆂🅴🅸 Алексей Зулин,@alekseizulin,2,,0,0,0,0,2,2023-04-25,2023-05-02,2,2,1,Telegram human account; Discord not individually inventoried,,
2700,🌱SEED,@HClee999,2,,0,0,0,0,2,2023-08-09,2023-08-11,2,2,1,Telegram human account; Discord not individually inventoried,,
2701,🎊Slayem🎊,@Slayercube,2,,0,0,0,0,2,2024-09-19,2024-09-19,1,1,1,Telegram human account; Discord not individually inventoried,,
2702,🐉,@Rita57230,2,,0,0,0,0,2,2025-07-16,2025-11-20,2,2,1,Telegram human account; Discord not individually inventoried,,
2703,🐎hond96_nft,@honda96japan,2,,0,0,0,0,2,2021-03-20,2021-03-20,1,1,1,Telegram human account; Discord not individually inventoried,,
2704,📦 Steffernan 📦,@steffernan,2,,0,0,0,0,2,2023-01-17,2024-09-24,2,2,1,Telegram human account; Discord not individually inventoried,,
2705,🕺,@aleex_14_23,2,,0,0,0,0,2,2021-11-15,2021-11-16,2,2,2,Telegram human account; Discord not individually inventoried,,
2706,🗽,@special1987,2,,0,0,0,0,2,2022-10-20,2022-10-20,1,1,1,Telegram human account; Discord not individually inventoried,,
2707,😴😴,@IMN0tH3r0,2,,0,0,0,0,2,2023-02-11,2023-03-26,2,2,1,Telegram human account; Discord not individually inventoried,,
2708,🚀,@zz1234567898,2,,0,0,0,0,2,2023-11-21,2023-11-21,1,1,1,Telegram human account; Discord not individually inventoried,,
2709,🚀🚀,@diineross,2,,0,0,0,0,2,2023-11-14,2023-11-15,2,2,1,Telegram human account; Discord not individually inventoried,,
2710,🥷 Shinobi 🥷,@CryptoNinjaW3b3,2,,0,0,0,0,2,2021-10-18,2021-10-18,1,1,1,Telegram human account; Discord not individually inventoried,,
2711,🦉Raghul Rajan,@raghulrajandev,2,,0,0,0,0,2,2024-10-08,2024-10-08,1,1,1,Telegram human account; Discord not individually inventoried,,
2712,'NodeGo.Ai' if alfa,@IfAlfaaa,1,,0,0,0,0,1,2024-11-25,2024-11-25,1,1,1,Telegram human account; Discord not individually inventoried,,
2713,",",@Mhhvbmkk,1,,0,0,0,0,1,2023-04-23,2023-04-23,1,1,1,Telegram human account; Discord not individually inventoried,,
2714,.,@ghm847,1,,0,0,0,0,1,2021-06-13,2021-06-13,1,1,1,Telegram human account; Discord not individually inventoried,,
2715,.,,1,,0,0,0,0,1,2023-12-04,2023-12-04,1,1,1,Telegram human account; Discord not individually inventoried,,
2716,.,,1,,0,0,0,0,1,2023-02-03,2023-02-03,1,1,1,Telegram human account; Discord not individually inventoried,,
2717,.,@sei_ventuno,1,,0,0,0,0,1,2023-04-27,2023-04-27,1,1,1,Telegram human account; Discord not individually inventoried,,
2718,...,,1,,0,0,0,0,1,2026-03-30,2026-03-30,1,1,1,Telegram human account; Discord not individually inventoried,,
2719,0xCoolPanda,@CoolPandaBey,1,,0,0,0,0,1,2023-03-28,2023-03-28,1,1,1,Telegram human account; Discord not individually inventoried,,
2720,0xG,@HarrySwn,1,,0,0,0,0,1,2024-10-09,2024-10-09,1,1,1,Telegram human account; Discord not individually inventoried,,
2721,0xmo ##,@Ox13Mo,1,,0,0,0,0,1,2021-02-20,2021-02-20,1,1,1,Telegram human account; Discord not individually inventoried,,
2722,0xSourabh,@xSourabh,1,,0,0,0,0,1,2024-10-09,2024-10-09,1,1,1,Telegram human account; Discord not individually inventoried,,
2723,0xTang🧢,@Tangtt7,1,,0,0,0,0,1,2023-11-22,2023-11-22,1,1,1,Telegram human account; Discord not individually inventoried,,
2724,0xucup,@ucup2341,1,,0,0,0,0,1,2024-10-12,2024-10-12,1,1,1,Telegram human account; Discord not individually inventoried,,
2725,0xWealthyMan TiM 🐈‍⬛,@Tim_wood,1,,0,0,0,0,1,2022-11-04,2022-11-04,1,1,1,Telegram human account; Discord not individually inventoried,,
2726,1 ….,@Ox_Chad,1,,0,0,0,0,1,2025-01-28,2025-01-28,1,1,1,Telegram human account; Discord not individually inventoried,,
2727,100M,@vchance207,1,,0,0,0,0,1,2026-01-31,2026-01-31,1,1,1,Telegram human account; Discord not individually inventoried,,
2728,104 dollar🥣🦴🦴🦴,@Jpresicion,1,,0,0,0,0,1,2023-11-28,2023-11-28,1,1,1,Telegram human account; Discord not individually inventoried,,
2729,1500$,@StarSherif,1,,0,0,0,0,1,2022-04-10,2022-04-10,1,1,1,Telegram human account; Discord not individually inventoried,,
2730,3 l,@ltrois,1,,0,0,0,0,1,2024-11-07,2024-11-07,1,1,1,Telegram human account; Discord not individually inventoried,,
2731,3ube_x,@bube_x,1,,0,0,0,0,1,2024-10-15,2024-10-15,1,1,1,Telegram human account; Discord not individually inventoried,,
2732,61886,,1,,0,0,0,0,1,2024-10-27,2024-10-27,1,1,1,Telegram human account; Discord not individually inventoried,,
2733,"71🌱""♻️"" 🍋",@Gamehihi89,1,,0,0,0,0,1,2024-10-14,2024-10-14,1,1,1,Telegram human account; Discord not individually inventoried,,
2734,80213,,1,,0,0,0,0,1,2022-12-06,2022-12-06,1,1,1,Telegram human account; Discord not individually inventoried,,
2735,88855 666,,1,,0,0,0,0,1,2024-10-29,2024-10-29,1,1,1,Telegram human account; Discord not individually inventoried,,
2736,9,@wyw911,1,,0,0,0,0,1,2023-11-25,2023-11-25,1,1,1,Telegram human account; Discord not individually inventoried,,
2737,@#. .,@zeh_2017,1,,0,0,0,0,1,2021-12-22,2021-12-22,1,1,1,Telegram human account; Discord not individually inventoried,,
2738,@Alex_Harrison_JS,@Alex_Harrison3,1,,0,0,0,0,1,2024-12-12,2024-12-12,1,1,1,Telegram human account; Discord not individually inventoried,,
2739,@amirhosinhaghani,@Amir89754,1,,0,0,0,0,1,2022-12-30,2022-12-30,1,1,1,Telegram human account; Discord not individually inventoried,,
2740,@sanjayks_0625,@sanjayks_0625,1,,0,0,0,0,1,2023-11-10,2023-11-10,1,1,1,Telegram human account; Discord not individually inventoried,,
2741,@Sickriver,,1,,0,0,0,0,1,2021-08-28,2021-08-28,1,1,1,Telegram human account; Discord not individually inventoried,,
2742,@xicrypto,@xicrypto,1,,0,0,0,0,1,2021-11-13,2021-11-13,1,1,1,Telegram human account; Discord not individually inventoried,,
2743,[Shihab] Senior listing 🐍,@Shihabpk26,1,,0,0,0,0,1,2024-07-25,2024-07-25,1,1,1,Telegram human account; Discord not individually inventoried,,
2744,A,,1,,0,0,0,0,1,2023-12-17,2023-12-17,1,1,1,Telegram human account; Discord not individually inventoried,,
2745,A S,@avi4210,1,,0,0,0,0,1,2023-08-04,2023-08-04,1,1,1,Telegram human account; Discord not individually inventoried,,
2746,A.C Wolf,@Casawi11,1,,0,0,0,0,1,2023-04-15,2023-04-15,1,1,1,Telegram human account; Discord not individually inventoried,,
2747,a.k,@kukuci02,1,,0,0,0,0,1,2023-04-29,2023-04-29,1,1,1,Telegram human account; Discord not individually inventoried,,
2748,Aamir,@Aamir_Web3,1,,0,0,0,0,1,2025-07-14,2025-07-14,1,1,1,Telegram human account; Discord not individually inventoried,,
2749,AaronGriff | PAWS UXUY🆙 UXUY,@AaronGriff438609,1,,0,0,0,0,1,2024-10-22,2024-10-22,1,1,1,Telegram human account; Discord not individually inventoried,,
2750,Abdel Delo,@dondelo,1,,0,0,0,0,1,2022-12-25,2022-12-25,1,1,1,Telegram human account; Discord not individually inventoried,,
2751,Abel $ZAI seed 🌱 🆙 UXUY 🐍,@Abelone777,1,,0,0,0,0,1,2024-11-06,2024-11-06,1,1,1,Telegram human account; Discord not individually inventoried,,
2752,Abhinav,@Dont_knoww_007,1,,0,0,0,0,1,2024-07-18,2024-07-18,1,1,1,Telegram human account; Discord not individually inventoried,,
2753,Abraham Cardozo,@abrahamcardozo,1,,0,0,0,0,1,2020-11-18,2020-11-18,1,1,1,Telegram human account; Discord not individually inventoried,,
2754,ABU SAYED MD ARIF,@Arif549611,1,,0,0,0,0,1,2024-10-08,2024-10-08,1,1,1,Telegram human account; Discord not individually inventoried,,
2755,Ach,,1,,0,0,0,0,1,2024-03-27,2024-03-27,1,1,1,Telegram human account; Discord not individually inventoried,,
2756,AcousticsTech,@acousticstech,1,,0,0,0,0,1,2026-02-21,2026-02-21,1,1,1,Telegram human account; Discord not individually inventoried,,
2757,Adam,@adamesz1234,1,,0,0,0,0,1,2025-05-27,2025-05-27,1,1,1,Telegram human account; Discord not individually inventoried,,
2758,Adar 25,@Adar257,1,,0,0,0,0,1,2022-10-24,2022-10-24,1,1,1,Telegram human account; Discord not individually inventoried,,
2759,Adi Farhan,@AdiFarhan92,1,,0,0,0,0,1,2022-01-15,2022-01-15,1,1,1,Telegram human account; Discord not individually inventoried,,
2760,admheartwill,@heartwill1,1,,0,0,0,0,1,2022-11-06,2022-11-06,1,1,1,Telegram human account; Discord not individually inventoried,,
2761,Ado,@jikanamadu,1,,0,0,0,0,1,2022-06-18,2022-06-18,1,1,1,Telegram human account; Discord not individually inventoried,,
2762,Adrian Cioban,@cioadri,1,,0,0,0,0,1,2023-01-06,2023-01-06,1,1,1,Telegram human account; Discord not individually inventoried,,
2763,Advarna / Kols and Influencer team,@AdvarnaMKT,1,,0,0,0,0,1,2024-12-14,2024-12-14,1,1,1,Telegram human account; Discord not individually inventoried,,
2764,AFSAR Ahmad,@zerotrading97,1,,0,0,0,0,1,2024-10-09,2024-10-09,1,1,1,Telegram human account; Discord not individually inventoried,,
2765,Agent Muldur,@iamhydrogen,1,,0,0,0,0,1,2024-11-28,2024-11-28,1,1,1,Telegram human account; Discord not individually inventoried,,
2766,Ahmad Humaidi🌱SEED🐾,@Ahmad_Humaidi_0320,1,,0,0,0,0,1,2024-10-23,2024-10-23,1,1,1,Telegram human account; Discord not individually inventoried,,
2767,Ahmad 🐾,@Ahmad4ryl,1,,0,0,0,0,1,2021-11-11,2021-11-11,1,1,1,Telegram human account; Discord not individually inventoried,,
2768,Ahmadreza ajori Advenrez,@advenrez,1,,0,0,0,0,1,2022-11-04,2022-11-04,1,1,1,Telegram human account; Discord not individually inventoried,,
2769,Ahmad🦇,@mmmsssrx,1,,0,0,0,0,1,2025-04-21,2025-04-21,1,1,1,Telegram human account; Discord not individually inventoried,,
2770,Ahmed,,1,,0,0,0,0,1,2024-01-17,2024-01-17,1,1,1,Telegram human account; Discord not individually inventoried,,
2771,Ahmed Ali,,1,,0,0,0,0,1,2021-06-03,2021-06-03,1,1,1,Telegram human account; Discord not individually inventoried,,
2772,Aifret,@Aifret,1,,0,0,0,0,1,2022-04-11,2022-04-11,1,1,1,Telegram human account; Discord not individually inventoried,,
2773,Aimar 🌀,@username_president,1,,0,0,0,0,1,2024-10-22,2024-10-22,1,1,1,Telegram human account; Discord not individually inventoried,,
2774,Ajetomobi Adebanjo Ajet,@Princeade1976,1,,0,0,0,0,1,2024-11-03,2024-11-03,1,1,1,Telegram human account; Discord not individually inventoried,,
2775,AJim Pekkai 🐿️,@AJim_Pekkai,1,,0,0,0,0,1,2024-11-22,2024-11-22,1,1,1,Telegram human account; Discord not individually inventoried,,
2776,akash mohanty,@og9868,1,,0,0,0,0,1,2024-11-24,2024-11-24,1,1,1,Telegram human account; Discord not individually inventoried,,
2777,akin,@Wrich7,1,,0,0,0,0,1,2023-11-22,2023-11-22,1,1,1,Telegram human account; Discord not individually inventoried,,
2778,Akorede Odeleye,@AkoredeOdeleye,1,,0,0,0,0,1,2023-02-28,2023-02-28,1,1,1,Telegram human account; Discord not individually inventoried,,
2779,"Al Farhabi,,,, Innocent ☺️",@Farhabi1122,1,,0,0,0,0,1,2024-11-03,2024-11-03,1,1,1,Telegram human account; Discord not individually inventoried,,
2780,Alanis Christy,@Serene_Listing,1,,0,0,0,0,1,2024-07-20,2024-07-20,1,1,1,Telegram human account; Discord not individually inventoried,,
2781,ALBERTO,@marquesvm77,1,,0,0,0,0,1,2022-08-02,2022-08-02,1,1,1,Telegram human account; Discord not individually inventoried,,
2782,Alc,@allico,1,,0,0,0,0,1,2022-07-14,2022-07-14,1,1,1,Telegram human account; Discord not individually inventoried,,
2783,Aldous,@muonsewn,1,,0,0,0,0,1,2020-11-17,2020-11-17,1,1,1,Telegram human account; Discord not individually inventoried,,
2784,Alen Fewbic,@alencml,1,,0,0,0,0,1,2024-05-18,2024-05-18,1,1,1,Telegram human account; Discord not individually inventoried,,
2785,Alex,@alex_gg724,1,,0,0,0,0,1,2023-12-06,2023-12-06,1,1,1,Telegram human account; Discord not individually inventoried,,
2786,Alex || Crypto Power,@Alex_CpMarketer,1,,0,0,0,0,1,2024-11-29,2024-11-29,1,1,1,Telegram human account; Discord not individually inventoried,,
2787,Alexander,@Alexander_1179,1,,0,0,0,0,1,2023-08-29,2023-08-29,1,1,1,Telegram human account; Discord not individually inventoried,,
2788,alexandre ⛏ CROSS PLAY,@ALEXANDREMARQUES0121,1,,0,0,0,0,1,2024-11-02,2024-11-02,1,1,1,Telegram human account; Discord not individually inventoried,,
2789,Alex🥊,@StalkerUkt,1,,0,0,0,0,1,2024-03-13,2024-03-13,1,1,1,Telegram human account; Discord not individually inventoried,,
2790,Ali,,1,,0,0,0,0,1,2024-12-04,2024-12-04,1,1,1,Telegram human account; Discord not individually inventoried,,
2791,Ali Amiri,@Ali_Amiri_ir,1,,0,0,0,0,1,2022-02-07,2022-02-07,1,1,1,Telegram human account; Discord not individually inventoried,,
2792,Ali divari,@alidivari,1,,0,0,0,0,1,2023-08-09,2023-08-09,1,1,1,Telegram human account; Discord not individually inventoried,,
2793,Ali Khan,,1,,0,0,0,0,1,2024-10-22,2024-10-22,1,1,1,Telegram human account; Discord not individually inventoried,,
2794,Aliks,@kniebeejs,1,,0,0,0,0,1,2025-10-10,2025-10-10,1,1,1,Telegram human account; Discord not individually inventoried,,
2795,aliks,,1,,0,0,0,0,1,2023-12-08,2023-12-08,1,1,1,Telegram human account; Discord not individually inventoried,,
2796,Alireza,@mohtrammi,1,,0,0,0,0,1,2023-03-25,2023-03-25,1,1,1,Telegram human account; Discord not individually inventoried,,
2797,Alireza farsi,@ar_farsi1,1,,0,0,0,0,1,2021-11-15,2021-11-15,1,1,1,Telegram human account; Discord not individually inventoried,,
2798,Alireza Jafari,@eyn_jym,1,,0,0,0,0,1,2021-12-24,2021-12-24,1,1,1,Telegram human account; Discord not individually inventoried,,
2799,Alivek8041,@AliveK8041,1,,0,0,0,0,1,2023-10-03,2023-10-03,1,1,1,Telegram human account; Discord not individually inventoried,,
2800,Aloïs Lien,@AloisLIEN,1,,0,0,0,0,1,2021-11-08,2021-11-08,1,1,1,Telegram human account; Discord not individually inventoried,,
2801,alpha_z3ro,@a_z3ro,1,,0,0,0,0,1,2023-11-21,2023-11-21,1,1,1,Telegram human account; Discord not individually inventoried,,
2802,Altaf🍅$X🔵 ONUS🐾DUCKS🦆🍋🐦SUI🐐✈️🐈‍⬛🐽📦 Bums🌱SEED⚡️ Orexn,@Altaf076,1,,0,0,0,0,1,2024-11-03,2024-11-03,1,1,1,Telegram human account; Discord not individually inventoried,,
2803,Altcoin Forever,@Altcoin_forever,1,,0,0,0,0,1,2022-11-10,2022-11-10,1,1,1,Telegram human account; Discord not individually inventoried,,
2804,Amanda Wilson,@Amanda1wi,1,,0,0,0,0,1,2022-04-24,2022-04-24,1,1,1,Telegram human account; Discord not individually inventoried,,
2805,Amelia,@amelianxd,1,,0,0,0,0,1,2022-12-29,2022-12-29,1,1,1,Telegram human account; Discord not individually inventoried,,
2806,amin allah,@alrbam,1,,0,0,0,0,1,2024-11-10,2024-11-10,1,1,1,Telegram human account; Discord not individually inventoried,,
2807,Amir,@Aaaabbb555nnn,1,,0,0,0,0,1,2021-08-30,2021-08-30,1,1,1,Telegram human account; Discord not individually inventoried,,
2808,Amir -,@amir_73_kh,1,,0,0,0,0,1,2023-01-04,2023-01-04,1,1,1,Telegram human account; Discord not individually inventoried,,
2809,amir javed 🐅,@amirjaved,1,,0,0,0,0,1,2024-10-08,2024-10-08,1,1,1,Telegram human account; Discord not individually inventoried,,
2810,Amir.jutt,@Amir2900001,1,,0,0,0,0,1,2024-10-26,2024-10-26,1,1,1,Telegram human account; Discord not individually inventoried,,
2811,Amirhosein Afshar,@amirafshareth,1,,0,0,0,0,1,2024-01-15,2024-01-15,1,1,1,Telegram human account; Discord not individually inventoried,,
2812,Amirreza Mirzaei Rajeouni,@amirrezamirzaei18,1,,0,0,0,0,1,2023-11-13,2023-11-13,1,1,1,Telegram human account; Discord not individually inventoried,,
2813,Amol,@amolpat97,1,,0,0,0,0,1,2021-12-21,2021-12-21,1,1,1,Telegram human account; Discord not individually inventoried,,
2814,AmyWalker | PAWS UXUY🆙 UXUY,@AmyWalker843094,1,,0,0,0,0,1,2024-10-21,2024-10-21,1,1,1,Telegram human account; Discord not individually inventoried,,
2815,Anas Cost,@Anascost,1,,0,0,0,0,1,2025-01-06,2025-01-06,1,1,1,Telegram human account; Discord not individually inventoried,,
2816,Andre,@Andrew00971,1,,0,0,0,0,1,2024-10-14,2024-10-14,1,1,1,Telegram human account; Discord not individually inventoried,,
2817,Andrew,@Andrew_9pp,1,,0,0,0,0,1,2023-05-27,2023-05-27,1,1,1,Telegram human account; Discord not individually inventoried,,
2818,Andrew,@AC0010,1,,0,0,0,0,1,2025-05-27,2025-05-27,1,1,1,Telegram human account; Discord not individually inventoried,,
2819,Andrew Ikele,@workwithcoachandrew,1,,0,0,0,0,1,2023-05-25,2023-05-25,1,1,1,Telegram human account; Discord not individually inventoried,,
2820,Angel Haze,@Angelhaze41,1,,0,0,0,0,1,2023-04-02,2023-04-02,1,1,1,Telegram human account; Discord not individually inventoried,,
2821,Angel🐍🐾🐾 🌱SEED,@Gradual4,1,,0,0,0,0,1,2024-11-21,2024-11-21,1,1,1,Telegram human account; Discord not individually inventoried,,
2822,ANIK°,@AnikMalitha,1,,0,0,0,0,1,2024-08-17,2024-08-17,1,1,1,Telegram human account; Discord not individually inventoried,,
2823,Anis Facial,,1,,0,0,0,0,1,2024-07-17,2024-07-17,1,1,1,Telegram human account; Discord not individually inventoried,,
2824,Anonymous,@WRLDChange91,1,,0,0,0,0,1,2024-11-01,2024-11-01,1,1,1,Telegram human account; Discord not individually inventoried,,
2825,Anoop M,@anoop744,1,,0,0,0,0,1,2024-11-04,2024-11-04,1,1,1,Telegram human account; Discord not individually inventoried,,
2826,Anthoo 👁️,@Anthooooo,1,,0,0,0,0,1,2024-05-19,2024-05-19,1,1,1,Telegram human account; Discord not individually inventoried,,
2827,Antonio Broski,@AntonioBros,1,,0,0,0,0,1,2024-11-19,2024-11-19,1,1,1,Telegram human account; Discord not individually inventoried,,
2828,Apes Admin,@apesadmln,1,,0,0,0,0,1,2024-04-22,2024-04-22,1,1,1,Telegram human account; Discord not individually inventoried,,
2829,Aquah Kaisar,@TheAquah,1,,0,0,0,0,1,2025-02-01,2025-02-01,1,1,1,Telegram human account; Discord not individually inventoried,,
2830,Aquila🌊,@Aquilacrypt,1,,0,0,0,0,1,2024-07-15,2024-07-15,1,1,1,Telegram human account; Discord not individually inventoried,,
2831,Ar Am,@Amam072,1,,0,0,0,0,1,2024-03-04,2024-03-04,1,1,1,Telegram human account; Discord not individually inventoried,,
2832,Ara 917🦴🐾🌱SEED,@ara917,1,,0,0,0,0,1,2024-10-15,2024-10-15,1,1,1,Telegram human account; Discord not individually inventoried,,
2833,Aresisz,@Kspanian,1,,0,0,0,0,1,2023-11-22,2023-11-22,1,1,1,Telegram human account; Discord not individually inventoried,,
2834,Ari,@Aris0955,1,,0,0,0,0,1,2023-05-15,2023-05-15,1,1,1,Telegram human account; Discord not individually inventoried,,
2835,Ariel Taub,,1,,0,0,0,0,1,2021-12-15,2021-12-15,1,1,1,Telegram human account; Discord not individually inventoried,,
2836,Artem | WhiteBIT.com,@Archie_WhiteBIT,1,,0,0,0,0,1,2025-10-20,2025-10-20,1,1,1,Telegram human account; Discord not individually inventoried,,
2837,Arvisa86,@Arvisa86,1,,0,0,0,0,1,2024-11-02,2024-11-02,1,1,1,Telegram human account; Discord not individually inventoried,,
2838,Asad Khan,,1,,0,0,0,0,1,2024-11-03,2024-11-03,1,1,1,Telegram human account; Discord not individually inventoried,,
2839,ase,@aaassssee,1,,0,0,0,0,1,2024-03-29,2024-03-29,1,1,1,Telegram human account; Discord not individually inventoried,,
2840,Ash Cedar,,1,,0,0,0,0,1,2025-10-01,2025-10-01,1,1,1,Telegram human account; Discord not individually inventoried,,
2841,Ashik,@ashik5509,1,,0,0,0,0,1,2024-10-19,2024-10-19,1,1,1,Telegram human account; Discord not individually inventoried,,
2842,Ashish Ram,@ramash123,1,,0,0,0,0,1,2021-12-11,2021-12-11,1,1,1,Telegram human account; Discord not individually inventoried,,
2843,ashkey14 🔥,@ashkey14,1,,0,0,0,0,1,2024-10-20,2024-10-20,1,1,1,Telegram human account; Discord not individually inventoried,,
